episode,step,total_queue,avg_latency
29,7,1,3.4
29,8,1,3.8333333333333335
29,9,1,3.7142857142857144
29,10,0,4.125
29,11,0,4.333333333333333
29,12,0,4.636363636363637
29,13,0,4.636363636363637
29,14,0,4.636363636363637
29,15,0,4.769230769230769
29,16,0,4.769230769230769
29,17,0,4.769230769230769
29,18,0,5.133333333333334
29,19,0,5.133333333333334
29,20,0,5.117647058823529
29,21,0,5.117647058823529
29,22,0,5.2631578947368425
29,23,0,5.4
29,24,0,5.666666666666667
29,25,0,5.666666666666667
29,26,0,5.7272727272727275
29,27,0,5.913043478260869
29,28,0,6.0
29,29,0,6.2
29,30,0,6.3076923076923075
29,31,0,6.3076923076923075
29,32,0,6.481481481481482
29,33,0,6.642857142857143
29,34,0,6.793103448275862
30,0,0,0
30,1,0,0
30,2,0,2.0
30,3,0,2.0
30,4,0,2.0
30,5,0,2.0
30,6,0,2.25
30,7,0,2.25
30,8,0,2.8333333333333335
30,9,0,2.8333333333333335
30,10,0,3.142857142857143
30,11,0,3.142857142857143
30,12,0,3.625
30,13,0,3.625
30,14,0,3.7777777777777777
30,15,0,3.7777777777777777
30,16,0,4.4
30,17,0,4.4
30,18,0,4.7272727272727275
30,19,0,5.083333333333333
30,20,0,5.083333333333333
30,21,0,5.461538461538462
30,22,0,5.461538461538462
30,23,0,5.928571428571429
30,24,0,6.333333333333333
30,25,0,6.333333333333333
30,26,0,6.333333333333333
30,27,0,6.875
30,28,0,7.055555555555555
30,29,0,7.055555555555555
30,30,0,7.578947368421052
30,31,0,8.05
30,32,0,8.05
30,33,0,8.476190476190476
30,34,0,8.909090909090908
31,0,0,0
31,1,0,0
31,2,0,2.0
31,3,0,2.0
31,4,0,2.6666666666666665
31,5,0,2.6666666666666665
31,6,0,2.6666666666666665
31,7,0,3.25
31,8,0,3.8
31,9,0,3.8
31,10,0,4.166666666666667
31,11,0,4.166666666666667
31,12,0,4.857142857142857
31,13,0,4.777777777777778
31,14,0,4.777777777777778
31,15,0,4.777777777777778
31,16,0,5.5
31,17,0,5.909090909090909
31,18,0,6.5
31,19,0,6.615384615384615
31,20,0,7.142857142857143
31,21,0,7.142857142857143
31,22,0,7.333333333333333
31,23,0,7.875
31,24,0,7.764705882352941
31,25,0,7.764705882352941
31,26,0,8.333333333333334
31,27,0,8.333333333333334
31,28,0,8.31578947368421
31,29,0,8.85
31,30,0,8.85
31,31,0,8.85
31,32,0,9.454545454545455
31,33,0,9.454545454545455
31,34,0,9.454545454545455
32,0,0,0
32,1,0,0
32,2,0,2.0
32,3,0,2.3333333333333335
32,4,0,2.3333333333333335
32,5,0,2.3333333333333335
32,6,0,2.25
32,7,0,2.4
32,8,0,2.4
32,9,0,2.5
32,10,0,2.5714285714285716
32,11,0,2.5714285714285716
32,12,0,2.5714285714285716
32,13,0,3.0
32,14,0,3.3333333333333335
32,15,0,3.3333333333333335
32,16,0,3.3333333333333335
32,17,0,3.3333333333333335
32,18,0,3.8
32,19,0,3.8181818181818183
32,20,0,3.8181818181818183
32,21,0,3.8181818181818183
32,22,0,4.416666666666667
32,23,0,4.615384615384615
32,24,0,4.615384615384615
32,25,0,5.214285714285714
32,26,0,5.214285714285714
32,27,0,5.9375
32,28,0,5.9375
32,29,0,6.176470588235294
