episode,step,total_queue,avg_latency
24,24,3,9.705882352941176
24,25,1,9.55
24,26,3,10.142857142857142
24,27,8,10.166666666666666
24,28,14,10.166666666666666
24,29,18,10.615384615384615
24,30,19,10.407407407407407
24,31,20,10.793103448275861
24,32,21,11.366666666666667
24,33,22,11.225806451612904
24,34,24,11.666666666666666
25,0,0,0
25,1,0,0
25,2,0,0
25,3,0,3.0
25,4,0,3.0
25,5,0,3.3333333333333335
25,6,0,3.3333333333333335
25,7,0,4.25
25,8,0,4.25
25,9,0,5.0
25,10,0,5.833333333333333
25,11,0,5.833333333333333
25,12,0,5.857142857142857
25,13,0,6.625
25,14,0,6.625
25,15,0,6.818181818181818
25,16,1,6.818181818181818
25,17,1,7.076923076923077
25,18,2,7.357142857142857
25,19,4,7.133333333333334
25,20,0,8.0
25,21,1,7.833333333333333
25,22,3,7.85
25,23,5,7.619047619047619
25,24,6,7.913043478260869
25,25,5,8.12
25,26,6,8.153846153846153
25,27,7,8.074074074074074
25,28,12,9.0
25,29,12,9.0
25,30,15,9.5625
25,31,17,9.5625
25,32,16,10.029411764705882
25,33,17,10.542857142857143
25,34,19,11.0
26,0,0,0
26,1,0,0
26,2,0,2.0
26,3,0,2.5
26,4,0,2.6666666666666665
26,5,0,3.25
26,6,0,3.25
26,7,0,3.25
26,8,0,4.333333333333333
26,9,0,4.333333333333333
26,10,0,4.857142857142857
26,11,0,5.375
26,12,0,5.375
26,13,0,5.375
26,14,0,6.5
26,15,0,6.5
26,16,0,6.5
26,17,0,6.5
26,18,1,7.916666666666667
26,19,0,7.461538461538462
26,20,0,8.071428571428571
26,21,0,8.375
26,22,0,8.882352941176471
26,23,0,9.277777777777779
26,24,0,9.277777777777779
26,25,0,9.45
26,26,1,9.45
26,27,5,9.545454545454545
26,28,5,9.833333333333334
26,29,9,9.833333333333334
26,30,10,10.115384615384615
26,31,12,10.592592592592593
26,32,11,10.428571428571429
26,33,13,10.89655172413793
26,34,13,10.8
27,0,0,0
27,1,0,0
27,2,0,0
27,3,0,3.0
27,4,0,3.0
27,5,0,3.0
27,6,0,4.0
27,7,0,4.75
27,8,0,4.75
27,9,0,5.833333333333333
27,10,0,5.833333333333333
27,11,0,5.833333333333333
27,12,0,5.833333333333333
27,13,0,7.125
27,14,0,7.125
27,15,0,7.2
27,16,3,7.2
27,17,3,7.5
27,18,3,7.5
27,19,3,7.928571428571429
27,20,0,8.3125
27,21,4,8.176470588235293
27,22,10,8.9
27,23,12,8.363636363636363
27,24,12,8.363636363636363
27,25,9,8.083333333333334
27,26,11,9.153846153846153
27,27,14,8.964285714285714
27,28,18,8.964285714285714
27,29,21,8.931034482758621
27,30,21,10.0
27,31,22,10.0
27,32,25,10.484848484848484
27,33,26,11.057142857142857
27,34,28,11.057142857142857
28,0,0,0
28,1,0,0
28,2,0,0
28,3,0,0
28,4,0,4.0
28,5,0,4.0
28,6,0,4.5
28,7,0,4.5
28,8,0,5.0
28,9,0,5.0
28,10,0,5.857142857142857
28,11,0,5.857142857142857
28,12,0,6.25
28,13,0,6.777777777777778
28,14,0,7.1
28,15,0,7.1
28,16,0,7.636363636363637
28,17,0,8.083333333333334
28,18,0,8.538461538461538
28,19,0,8.538461538461538
28,20,0,9.0
28,21,0,9.4
28,22,0,9.875
28,23,1,10.294117647058824
28,24,3,9.833333333333334
28,25,0,9.833333333333334
28,26,3,10.136363636363637
28,27,10,10.136363636363637
28,28,11,10.291666666666666
28,29,14,10.04
28,30,17,10.538461538461538
28,31,19,10.821428571428571
28,32,19,10.821428571428571
28,33,19,11.233333333333333
28,34,20,11.233333333333333
29,0,0,0
29,1,0,0
29,2,0,0
29,3,0,2.0
29,4,0,3.0
29,5,0,3.0
29,6,0,3.6666666666666665
29,7,0,3.6666666666666665
29,8,0,4.75
29,9,0,5.4
29,10,0,5.4
29,11,0,5.4
29,12,0,7.0
29,13,0,7.0
29,14,0,7.0
29,15,0,7.75
29,16,0,7.9
29,17,1,7.9
29,18,4,7.454545454545454
29,19,10,8.166666666666666
29,20,0,8.642857142857142
29,21,0,8.642857142857142
29,22,0,8.4
29,23,1,9.0625
29,24,2,9.052631578947368
29,25,2,8.9
29,26,8,9.227272727272727
29,27,13,9.26086956521739
29,28,14,9.92
29,29,14,9.92
29,30,14,10.592592592592593
29,31,14,11.214285714285714
29,32,13,11.068965517241379
29,33,16,11.068965517241379
29,34,18,12.15625
30,0,0,0
30,1,0,0
30,2,0,0
30,3,0,0
30,4,0,4.0
30,5,0,4.0
30,6,0,4.0
30,7,0,5.0
30,8,0,5.25
30,9,0,5.25
30,10,0,5.25
30,11,0,6.4
30,12,2,7.0
30,13,1,6.285714285714286
30,14,3,5.875
30,15,2,7.0
30,16,2,7.0
30,17,1,7.857142857142857
30,18,6,7.857142857142857
30,19,8,8.125
30,20,0,8.764705882352942
30,21,2,9.105263157894736
30,22,3,8.75
30,23,5,8.75
30,24,12,9.565217391304348
30,25,13,9.565217391304348
30,26,13,10.0
30,27,14,10.0
30,28,18,10.333333333333334
30,29,19,10.333333333333334
30,30,18,10.89655172413793
30,31,18,10.89655172413793
30,32,18,11.90625
30,33,18,11.90625
30,34,18,11.909090909090908
31,0,0,0
31,1,0,0
31,2,0,2.0
31,3,0,2.0
31,4,0,2.0
31,5,0,2.0
